persona,visit_id,visit_time,visit_description,place_id,url,title,domain,visit_count,interest,title_name
Peter,24654,2025-01-24 22:03:00,Typed in Address Bar,1094,https://www.fishingworld.com/,Fishing World - Discover the World of Fishing,www.fishingworld.com,13,Outdoor Explorer,
Mina,35381,2025-01-24 22:04:00,Link Clicked,1128,https://www.nhs.uk/followup/the,Follow-up on the,www.nhs.uk,22,Caregivers,
Robert,14750,2025-01-24 22:06:00,Other,1172,https://www.rome2rio.com/followup/rome2rio,Follow-up on Rome2Rio,www.rome2rio.com,16,Vacation/Trip Planner,
Youssef,28374,2025-01-24 22:13:00,Typed in Address Bar,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,100,Students,
Youssef,66657,2025-01-24 22:33:00,Other,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,96,Students,
Jessica,40595,2025-01-24 22:38:00,Link Clicked,1173,https://mychart.examplehospital.com/,MyChart – Secure Online Health Records and Appointments,mychart.examplehospital.com,47,Caregivers,
Jessica,59367,2025-01-24 22:52:00,Link Clicked,1080,https://www.healthline.com/followup/follow-up,Follow-up on Follow-up,www.healthline.com,61,Wellness Professionals,
Youssef,95643,2025-01-24 23:01:00,Link Clicked,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,82,Students,
Anna,52758,2025-01-24 23:01:00,Typed in Address Bar,1044,https://mail.google.com/followup/gmail,Follow-up on Gmail,mail.google.com,53,Workholics,
John,16762,2025-01-24 23:07:00,Typed in Address Bar,1119,https://www.academia.edu/followup/follow-up,Follow-up on Follow-up,www.academia.edu,35,Students,
Peter,51611,2025-01-24 23:15:00,Link Clicked,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,86,Workholics,
Anna,97492,2025-01-24 23:19:00,Typed in Address Bar,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,11,Workholics,
Peter,91766,2025-01-24 23:27:00,Link Clicked,1084,https://github.com/followup/github:,Follow-up on github:,github.com,20,Workholics,
Robert,74621,2025-01-24 23:30:00,From Bookmark,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,83,Workholics,
John,53513,2025-01-24 23:48:00,Typed in Address Bar,1135,https://letterboxd.com/,"letterboxd • social film discovery. letterboxd is a social platform for sharing your taste in film. use it as a diary to record your opinion about films as you watch them, or just to keep track of films you’ve seen in the past. rate, review and tag films as you add them. find and follow your friends to see what they’re enjoying. keep a watchlist of films you’d like to see, and create lists/collections on any topic.",letterboxd.com,81,Entertainment Connoisseur,
Robert,22340,2025-01-24 23:50:00,Other,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,35,Workholics,
Peter,52554,2025-01-24 23:51:00,From Bookmark,1016,https://outlook.office365.com/mail/,sign in to outlook,outlook.office365.com,64,Workholics,
Robert,65669,2025-01-24 23:58:00,Other,1155,https://www.tripadvisor.com/,"tripadvisor: over a billion reviews & contributions for hotels, attractions, restaurants, and more plan your next trip, read reviews and get travel advice from our community on where to stay and what to do. find savings on hotels, book the perfect tour or attraction, and reserve a table at the best restaurants.",www.tripadvisor.com,14,Vacation/Trip Planner,
Robert,61724,2025-01-25 00:11:00,Typed in Address Bar,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,82,Workholics,
John,28538,2025-01-25 00:14:00,From Bookmark,1119,https://www.academia.edu/followup/follow-up,Follow-up on Follow-up,www.academia.edu,8,Students,
Mina,30140,2025-01-25 00:16:00,Typed in Address Bar,1033,https://mealplanner.example.com/,Meal Planner – Plan Healthy Meals and Recipes for Your Family,mealplanner.example.com,13,Caregivers,
Robert,64674,2025-01-25 00:17:00,Other,1129,https://www.booking.com/,"booking.com | official site | the best hotels, flights, car rentals & accommodations  explore the world with booking.com. big savings on homes, hotels, flights, car rentals, taxis, and attractions – build your perfect trip on any budget.",www.booking.com,15,Vacation/Trip Planner,
Peter,15032,2025-01-25 00:18:00,Other,1044,https://mail.google.com/followup/gmail,Follow-up on Gmail,mail.google.com,84,Workholics,
Robert,91127,2025-01-25 00:43:00,Typed in Address Bar,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,45,Workholics,
Theo,33342,2025-01-25 00:48:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",www.nytimes.com,81,Book Worm,
Robert,71297,2025-01-25 00:48:00,Typed in Address Bar,1051,https://www.notion.so/,The AI workspace that works for you. | Notion,www.notion.so,58,Workholics,
Robert,89121,2025-01-25 00:50:00,Typed in Address Bar,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,36,Workholics,
Anna,47079,2025-01-25 00:52:00,From Bookmark,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,59,Workholics,
Jessica,88435,2025-01-25 01:02:00,Typed in Address Bar,1174,https://mychart.examplehospital.com/followup/mychart,Follow-up on MyChart,mychart.examplehospital.com,45,Caregivers,
John,34630,2025-01-25 01:18:00,Link Clicked,1175,https://letterboxd.com/followup/letterboxd,Follow-up on letterboxd,letterboxd.com,17,Entertainment Connoisseur,
Jessica,23020,2025-01-25 01:18:00,From Bookmark,1176,https://mychart.examplehospital.com/followup/follow-up,Follow-up on Follow-up,mychart.examplehospital.com,57,Caregivers,
Robert,83595,2025-01-25 01:34:00,Typed in Address Bar,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,33,Workholics,
Robert,49424,2025-01-25 01:48:00,Link Clicked,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,44,Workholics,
Jessica,63135,2025-01-25 01:50:00,From Bookmark,1054,https://www.headspace.com/,"meditation and sleep made simple - headspace live a healthier, happier, more well-rested life in just a few minutes a day with the headspace app.",www.headspace.com,10,Wellness Professionals,
Peter,97352,2025-01-25 01:57:00,Link Clicked,1079,https://www.rei.com/,"REI – Outdoor Gear, Equipment & Expert Advice",www.rei.com,65,Outdoor Explorer,
Youssef,39073,2025-01-25 02:00:00,Typed in Address Bar,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,36,Students,
John,30458,2025-01-25 02:14:00,Typed in Address Bar,1175,https://letterboxd.com/followup/letterboxd,Follow-up on letterboxd,letterboxd.com,70,Entertainment Connoisseur,
Peter,77943,2025-01-25 02:18:00,Typed in Address Bar,1061,https://www.outdoorlife.com/,"outdoor life: hunting, fishing, gear reviews, survival tips expert hunting and fishing tips, new gear reviews, and everything else you need to know about outdoor adventure. this is outdoor life.",www.outdoorlife.com,1,Outdoor Explorer,
John,89571,2025-01-25 02:33:00,From Bookmark,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,68,Students,
Peter,49063,2025-01-25 02:37:00,From Bookmark,1026,https://docs.google.com/document/d/example,sign in - google accounts,docs.google.com,15,Workholics,
Theo,17245,2025-01-25 02:38:00,From Bookmark,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,www.librarything.com,26,Book Worm,
Peter,51853,2025-01-25 02:39:00,Other,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,14,Workholics,
Jessica,99634,2025-01-25 03:04:00,Typed in Address Bar,1162,https://www.headspace.com/followup/meditation,Follow-up on meditation,www.headspace.com,68,Wellness Professionals,
Peter,53532,2025-01-25 03:10:00,Typed in Address Bar,1051,https://www.notion.so/,The AI workspace that works for you. | Notion,www.notion.so,15,Workholics,
Jessica,77131,2025-01-25 03:14:00,Typed in Address Bar,1023,https://www.simplyrecipes.com/,"simply recipes - less stress. more joy simply recipes is here to help you cook delicious meals with less stress and more joy. we offer recipes and cooking advice for home cooks, by home cooks. helping create “kitchen wins” is what we’re all about.",www.simplyrecipes.com,26,Caregivers,
Robert,86654,2025-01-25 03:17:00,Other,1032,https://github.com/,"github: where the world builds software · github github is where over 83 million developers shape the future of software, together. contribute to the open source community, manage your git repositories, review code like a pro, track bugs and features, power your ci/cd and devops workflows, and secure code before you commit it.",github.com,10,Workholics,
Robert,21287,2025-01-25 03:19:00,Link Clicked,1084,https://github.com/followup/github:,Follow-up on github:,github.com,25,Workholics,
Jessica,68300,2025-01-25 03:41:00,Other,1177,https://www.headspace.com/followup/follow-up,Follow-up on Follow-up,www.headspace.com,40,Wellness Professionals,
Jessica,81888,2025-01-25 03:41:00,Other,1054,https://www.headspace.com/,"meditation and sleep made simple - headspace live a healthier, happier, more well-rested life in just a few minutes a day with the headspace app.",www.headspace.com,16,Wellness Professionals,
Peter,80493,2025-01-25 03:44:00,Typed in Address Bar,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,62,Workholics,
Anna,86106,2025-01-25 03:46:00,Other,1016,https://outlook.office365.com/mail/,sign in to outlook,outlook.office365.com,60,Workholics,
Anna,72337,2025-01-25 03:58:00,Link Clicked,1020,https://drive.google.com/,Google Drive: Sign-in,drive.google.com,31,Workholics,
Anna,56550,2025-01-25 04:00:00,From Bookmark,1137,https://drive.google.com/followup/google,Follow-up on Google,drive.google.com,56,Workholics,
Mina,50698,2025-01-25 04:00:00,Typed in Address Bar,1028,https://slack.com/,"slack is where the future works slack is a new way to communicate with your team. itâs faster, better organized, and more secure than email.",slack.com,18,Workholics,
Mina,97810,2025-01-25 04:01:00,Typed in Address Bar,1053,https://www.babycenter.com/,BabyCenter | The Most Accurate & Trustworthy Pregnancy & Parenting Information | BabyCenter,www.babycenter.com,93,Caregivers,
John,98969,2025-01-25 04:09:00,Link Clicked,1178,https://letterboxd.com/followup/follow-up,Follow-up on Follow-up,letterboxd.com,20,Entertainment Connoisseur,
Robert,34670,2025-01-25 04:12:00,Other,1155,https://www.tripadvisor.com/,"tripadvisor: over a billion reviews & contributions for hotels, attractions, restaurants, and more plan your next trip, read reviews and get travel advice from our community on where to stay and what to do. find savings on hotels, book the perfect tour or attraction, and reserve a table at the best restaurants.",www.tripadvisor.com,53,Vacation/Trip Planner,
John,56980,2025-01-25 04:12:00,From Bookmark,1178,https://letterboxd.com/followup/follow-up,Follow-up on Follow-up,letterboxd.com,83,Entertainment Connoisseur,
John,62192,2025-01-25 04:27:00,Other,1110,https://www.imdb.com/,"imdb: ratings, reviews, and where to watch the best movies & tv shows imdb is the world's most popular and authoritative source for movie, tv and celebrity content. find ratings and reviews for the newest movie and tv shows. get personalized recommendations, and learn where to watch across hundreds of streaming providers.",www.imdb.com,63,Entertainment Connoisseur,
Jessica,55098,2025-01-25 04:28:00,Typed in Address Bar,1131,https://www.parents.com/,"parents: trusted parenting information for raising the future parents empowers today's families with trustworthy information from experts, empathetic advice, and a supportive community.",www.parents.com,42,Caregivers,
Jessica,14623,2025-01-25 04:39:00,Typed in Address Bar,1019,https://www.epicurious.com/,"Epicurious – Recipes, Menu Ideas, Videos & Cooking Tips | Epicurious",www.epicurious.com,40,Caregivers,
Mina,79901,2025-01-25 04:44:00,Link Clicked,1104,https://groceries.examplemart.com/,ExampleMart Groceries – Online Grocery Delivery and Shopping,groceries.examplemart.com,32,Caregivers,
John,48260,2025-01-25 04:50:00,Typed in Address Bar,1110,https://www.imdb.com/,"imdb: ratings, reviews, and where to watch the best movies & tv shows imdb is the world's most popular and authoritative source for movie, tv and celebrity content. find ratings and reviews for the newest movie and tv shows. get personalized recommendations, and learn where to watch across hundreds of streaming providers.",www.imdb.com,30,Entertainment Connoisseur,
John,49783,2025-01-25 05:06:00,Other,1126,https://www.imdb.com/followup/imdb:,Follow-up on imdb:,www.imdb.com,94,Entertainment Connoisseur,
Peter,42777,2025-01-25 05:10:00,Other,1045,https://www.alltrails.com/,"alltrails: trail guides & maps for hiking, camping, and running | alltrails search over 300,000 trails with trail info, maps, detailed reviews, and photos curated by millions of hikers, campers, and nature lovers like you.",www.alltrails.com,22,Outdoor Explorer,
John,41239,2025-01-25 05:13:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,100,Students,
Mina,32260,2025-01-25 05:17:00,Link Clicked,1179,https://www.babycenter.com/followup/babycenter,Follow-up on BabyCenter,www.babycenter.com,83,Caregivers,
Peter,24106,2025-01-25 05:19:00,Link Clicked,1079,https://www.rei.com/,"REI – Outdoor Gear, Equipment & Expert Advice",www.rei.com,19,Outdoor Explorer,
Robert,31833,2025-01-25 05:31:00,Other,1084,https://github.com/followup/github:,Follow-up on github:,github.com,16,Workholics,
Mina,61830,2025-01-25 05:32:00,Typed in Address Bar,1121,https://www.fodors.com/,Fodor's Travel – Expert Trip Planning and Travel Guides,www.fodors.com,2,Vacation/Trip Planner,
Mina,76190,2025-01-25 05:35:00,Typed in Address Bar,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,95,Workholics,
Jessica,79299,2025-01-25 05:41:00,Other,1132,https://www.parents.com/followup/parents:,Follow-up on parents:,www.parents.com,3,Caregivers,
Anna,83930,2025-01-25 05:48:00,Link Clicked,1148,https://trello.com/,"Capture, organize, and tackle your to-dos from anywhere | Trello",trello.com,74,Workholics,
Mina,43693,2025-01-25 05:56:00,Link Clicked,1131,https://www.parents.com/,"parents: trusted parenting information for raising the future parents empowers today's families with trustworthy information from experts, empathetic advice, and a supportive community.",www.parents.com,49,Caregivers,
Jessica,66341,2025-01-25 05:57:00,Typed in Address Bar,1033,https://mealplanner.example.com/,Meal Planner – Plan Healthy Meals and Recipes for Your Family,mealplanner.example.com,71,Caregivers,
Peter,64886,2025-01-25 06:13:00,From Bookmark,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,40,Workholics,
Jessica,56658,2025-01-25 06:18:00,Link Clicked,1180,https://www.parents.com/followup/follow-up,Follow-up on Follow-up,www.parents.com,69,Caregivers,
Jessica,15247,2025-01-25 06:18:00,Typed in Address Bar,1114,https://mealplanner.example.com/followup/meal,Follow-up on Meal,mealplanner.example.com,7,Caregivers,
John,88524,2025-01-25 06:22:00,From Bookmark,1126,https://www.imdb.com/followup/imdb:,Follow-up on imdb:,www.imdb.com,6,Entertainment Connoisseur,
Jessica,64054,2025-01-25 06:27:00,From Bookmark,1023,https://www.simplyrecipes.com/,"simply recipes - less stress. more joy simply recipes is here to help you cook delicious meals with less stress and more joy. we offer recipes and cooking advice for home cooks, by home cooks. helping create “kitchen wins” is what we’re all about.",www.simplyrecipes.com,8,Caregivers,
Youssef,17521,2025-01-25 06:34:00,Typed in Address Bar,1089,https://www.youtube.com/followup/youtube,Follow-up on youtube,www.youtube.com,8,Students,
John,62789,2025-01-25 06:35:00,Other,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,50,Students,
John,74144,2025-01-25 06:37:00,Other,1150,https://www.imdb.com/followup/follow-up,Follow-up on Follow-up,www.imdb.com,88,Entertainment Connoisseur,
Youssef,37837,2025-01-25 06:38:00,Typed in Address Bar,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,68,Students,
Mina,82923,2025-01-25 06:47:00,Typed in Address Bar,1117,https://www.triptuner.com/,TripTuner - Discover Your Next Destination,www.triptuner.com,72,Vacation/Trip Planner,
Youssef,41600,2025-01-25 06:48:00,From Bookmark,1047,https://www.coursera.org/followup/coursera,Follow-up on coursera,www.coursera.org,31,Students,
Anna,86139,2025-01-25 07:01:00,From Bookmark,1051,https://www.notion.so/,The AI workspace that works for you. | Notion,www.notion.so,58,Workholics,
Mina,83783,2025-01-25 07:04:00,Other,1049,https://maps.google.com/,Google Maps,maps.google.com,81,Local Explorer,
Youssef,24660,2025-01-25 07:05:00,Other,1098,https://www.researchgate.net/followup/researchgate,Follow-up on researchgate,www.researchgate.net,3,Students,
Robert,22813,2025-01-25 07:07:00,From Bookmark,1156,https://www.tripadvisor.com/followup/tripadvisor:,Follow-up on tripadvisor:,www.tripadvisor.com,85,Vacation/Trip Planner,
Youssef,51050,2025-01-25 07:28:00,Typed in Address Bar,1043,https://www.researchgate.net/,researchgate | find and share research access 130+ million publications and connect with 20+ million researchers. join for free and gain visibility by uploading your research.,www.researchgate.net,74,Students,
Robert,32808,2025-01-25 07:34:00,Other,1181,https://github.com/followup/follow-up,Follow-up on Follow-up,github.com,56,Workholics,
Jessica,33253,2025-01-25 07:37:00,Other,1120,https://mealplanner.example.com/followup/follow-up,Follow-up on Follow-up,mealplanner.example.com,15,Caregivers,
Robert,70699,2025-01-25 07:43:00,From Bookmark,1063,https://www.trivago.com/,Trivago – Compare Hotel Prices from Major Travel Sites,www.trivago.com,23,Vacation/Trip Planner,
Robert,71202,2025-01-25 07:44:00,Other,1121,https://www.fodors.com/,Fodor's Travel – Expert Trip Planning and Travel Guides,www.fodors.com,58,Vacation/Trip Planner,
John,24651,2025-01-25 07:49:00,From Bookmark,1150,https://www.imdb.com/followup/follow-up,Follow-up on Follow-up,www.imdb.com,6,Entertainment Connoisseur,
Anna,35046,2025-01-25 07:55:00,Other,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,86,Workholics,
Jessica,87186,2025-01-25 07:57:00,Other,1120,https://mealplanner.example.com/followup/follow-up,Follow-up on Follow-up,mealplanner.example.com,73,Caregivers,
Mina,52839,2025-01-25 07:58:00,Other,1170,https://www.triptuner.com/followup/triptuner,Follow-up on TripTuner,www.triptuner.com,57,Vacation/Trip Planner,
Robert,93644,2025-01-25 07:59:00,Typed in Address Bar,1140,https://www.viator.com/,"things to do, tickets, tours & attractions | 2022 | viator tours, things to do, sightseeing tours, day trips and more from viator. find and book city tours, helicopter tours, day trips, show tickets, sightseeing day tours, popular activities and things to do in hundreds of destinations worldwide, plus unbiased tour reviews and photos of tours and attractions from thousands of travelers",www.viator.com,23,Vacation/Trip Planner,
Anna,58831,2025-01-25 08:11:00,Link Clicked,1092,https://www.notion.so/followup/follow-up,Follow-up on Follow-up,www.notion.so,34,Workholics,
Robert,46842,2025-01-25 08:18:00,Link Clicked,1069,https://meet.google.com/,"Google Meet - Online Video Calls, Meetings and Conferencing",meet.google.com,94,Workholics,
Youssef,21030,2025-01-25 08:20:00,From Bookmark,1055,https://www.coursera.org/followup/follow-up,Follow-up on Follow-up,www.coursera.org,51,Students,
John,99710,2025-01-25 08:28:00,Other,1150,https://www.imdb.com/followup/follow-up,Follow-up on Follow-up,www.imdb.com,29,Entertainment Connoisseur,
Theo,74229,2025-01-25 08:39:00,Typed in Address Bar,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",www.audible.com,41,Book Worm,
Peter,79644,2025-01-25 08:45:00,Link Clicked,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,89,Workholics,
Robert,82795,2025-01-25 09:06:00,Other,1122,https://meet.google.com/followup/google,Follow-up on Google,meet.google.com,87,Workholics,
Peter,38762,2025-01-25 09:06:00,Link Clicked,1028,https://slack.com/,"slack is where the future works slack is a new way to communicate with your team. itâs faster, better organized, and more secure than email.",slack.com,72,Workholics,
Anna,35924,2025-01-25 09:11:00,From Bookmark,1068,https://www.notion.so/followup/the,Follow-up on The,www.notion.so,10,Workholics,
Robert,55577,2025-01-25 09:13:00,Other,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,91,Workholics,
Youssef,15000,2025-01-25 09:24:00,Typed in Address Bar,1018,https://scholar.google.com/,Google Scholar,scholar.google.com,19,Students,
John,23614,2025-01-25 09:24:00,Typed in Address Bar,1133,https://www.disneyplus.com/,Stream Unlimited Movies and TV Series - Disney+ United States,www.disneyplus.com,51,Entertainment Connoisseur,
John,55514,2025-01-25 09:25:00,Link Clicked,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,71,Students,
Youssef,35434,2025-01-25 09:26:00,Other,1098,https://www.researchgate.net/followup/researchgate,Follow-up on researchgate,www.researchgate.net,47,Students,
Anna,75583,2025-01-25 09:27:00,Other,1092,https://www.notion.so/followup/follow-up,Follow-up on Follow-up,www.notion.so,69,Workholics,
John,95495,2025-01-25 09:38:00,Other,1088,https://www.youtube.com/,"youtube enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on youtube.",www.youtube.com,46,Students,
Youssef,40803,2025-01-25 09:49:00,Typed in Address Bar,1031,https://scholar.google.com/followup/google,Follow-up on Google,scholar.google.com,91,Students,
Peter,25413,2025-01-25 09:51:00,From Bookmark,1028,https://slack.com/,"slack is where the future works slack is a new way to communicate with your team. itâs faster, better organized, and more secure than email.",slack.com,43,Workholics,
John,98089,2025-01-25 10:04:00,Other,1089,https://www.youtube.com/followup/youtube,Follow-up on youtube,www.youtube.com,22,Students,
Mina,46822,2025-01-25 10:16:00,From Bookmark,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,36,Workholics,
John,94524,2025-01-25 10:21:00,Typed in Address Bar,1030,https://www.coursera.org/,"coursera | online courses & credentials from top educators. join for free learn online and earn valuable credentials from top universities like yale, michigan, stanford, and leading companies like google and ibm. join coursera for free and transform your career with degrees, certificates, specializations, & moocs in data science, computer science, business, and dozens of other topics.",www.coursera.org,67,Students,
Anna,50323,2025-01-25 10:42:00,Link Clicked,1092,https://www.notion.so/followup/follow-up,Follow-up on Follow-up,www.notion.so,61,Workholics,
Youssef,99853,2025-01-25 10:42:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,53,Students,
Mina,41756,2025-01-25 10:47:00,Link Clicked,1056,https://www.healthline.com/,Healthline: Medical information and health advice you can trust.,www.healthline.com,58,Wellness Professionals,
Youssef,69332,2025-01-25 10:49:00,Link Clicked,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,96,Students,
Anna,83828,2025-01-25 10:51:00,From Bookmark,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,20,Workholics,
Robert,99405,2025-01-25 10:55:00,Other,1182,https://meet.google.com/followup/follow-up,Follow-up on Follow-up,meet.google.com,42,Workholics,
John,81591,2025-01-25 10:57:00,Link Clicked,1017,https://www.academia.edu/,"Academia.edu - Find Research Papers, Topics, Researchers",www.academia.edu,88,Students,
Jessica,76657,2025-01-25 11:05:00,Typed in Address Bar,1136,https://www.simplyrecipes.com/followup/simply,Follow-up on simply,www.simplyrecipes.com,60,Caregivers,
Anna,65032,2025-01-25 11:11:00,From Bookmark,1092,https://www.notion.so/followup/follow-up,Follow-up on Follow-up,www.notion.so,1,Workholics,
Peter,14337,2025-01-25 11:20:00,Link Clicked,1042,https://slack.com/followup/slack,Follow-up on slack,slack.com,81,Workholics,
John,46665,2025-01-25 11:25:00,Link Clicked,1067,https://www.hulu.com/,"stream tv and movies live and online | hulu watch tv shows and movies online. stream tv episodes of grey's anatomy, this is us, bob's burgers, brooklyn nine-nine, empire, snl, and popular movies on your favorite devices. start your free trial now. cancel anytime.",www.hulu.com,61,Entertainment Connoisseur,
Anna,20925,2025-01-25 11:28:00,Link Clicked,1035,https://zoom.us/followup/video,Follow-up on video,zoom.us,27,Workholics,
John,90625,2025-01-25 11:29:00,Typed in Address Bar,1047,https://www.coursera.org/followup/coursera,Follow-up on coursera,www.coursera.org,49,Students,
Peter,53473,2025-01-25 11:32:00,From Bookmark,1057,https://www.atlassian.com/software/jira,"atlassian | software development and collaboration tools millions of users globally rely on atlassian products every day for improving software development, project management, collaboration, and code quality.",www.atlassian.com,100,Workholics,
Theo,28546,2025-01-25 11:34:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,www.gutenberg.org,8,Book Worm,
Mina,56542,2025-01-25 11:35:00,Typed in Address Bar,1173,https://mychart.examplehospital.com/,MyChart – Secure Online Health Records and Appointments,mychart.examplehospital.com,8,Caregivers,
Jessica,52289,2025-01-25 11:41:00,Typed in Address Bar,1105,https://schoolportal.edu/login,"School Portal – Student Grades, Attendance & Communication",schoolportal.edu,27,Caregivers,
Robert,81508,2025-01-25 11:42:00,Link Clicked,1044,https://mail.google.com/followup/gmail,Follow-up on Gmail,mail.google.com,68,Workholics,
Robert,52040,2025-01-25 11:46:00,Link Clicked,1029,https://zoom.us/,"video conferencing, cloud phone, webinars, chat, virtual events | zoom zoom's secure, reliable video platform powers all of your communication needs, including meetings, chat, phone, webinars, and online events.",zoom.us,3,Workholics,
Jessica,94243,2025-01-25 11:52:00,Link Clicked,1131,https://www.parents.com/,"parents: trusted parenting information for raising the future parents empowers today's families with trustworthy information from experts, empathetic advice, and a supportive community.",www.parents.com,95,Caregivers,
Robert,67320,2025-01-25 11:54:00,Typed in Address Bar,1046,https://mail.google.com/followup/follow-up,Follow-up on Follow-up,mail.google.com,69,Workholics,
Peter,64899,2025-01-25 12:00:00,From Bookmark,1045,https://www.alltrails.com/,"alltrails: trail guides & maps for hiking, camping, and running | alltrails search over 300,000 trails with trail info, maps, detailed reviews, and photos curated by millions of hikers, campers, and nature lovers like you.",www.alltrails.com,62,Outdoor Explorer,
Youssef,18326,2025-01-25 12:06:00,Other,1183,https://scholar.google.com/followup/follow-up,Follow-up on Follow-up,scholar.google.com,20,Students,
Youssef,98077,2025-01-25 12:07:00,From Bookmark,1093,https://www.khanacademy.org/followup/khan,Follow-up on khan,www.khanacademy.org,6,Students,
Youssef,52634,2025-01-25 12:19:00,Typed in Address Bar,1095,https://www.khanacademy.org/followup/follow-up,Follow-up on Follow-up,www.khanacademy.org,36,Students,
Mina,21273,2025-01-25 12:25:00,Link Clicked,1034,https://mail.google.com/mail/u/0/,Gmail,mail.google.com,40,Workholics,
Youssef,89355,2025-01-25 12:36:00,Typed in Address Bar,1015,https://www.khanacademy.org/,"khan academy | free online courses, lessons & practice learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. khan academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",www.khanacademy.org,53,Students,
