visit_id,visit_time,visit_description,place_id,url,title,rev_host,visit_count,frecency,last_visited,domain,domain_frecency,input_texts,max_input_use_count,created_time,updated_time,total_view_time_in_seconds,typing_time_in_seconds,scrolling_time_in_seconds,referrer_place_id,interest,is_short_term,title_name
31962,2025-02-03 19:08:00,From Bookmark,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,56,34982,2025-02-03 19:08:00,www.goodreads.com,46811,plan,8.62174,2025-02-01 17:08:00,2025-02-02 17:08:00,9.258,2.885,2.114,,Book Worm,False,
26591,2025-02-03 20:38:00,Other,1235,https://www.meetup.com/,"Meetup | Find Local Groups, Events, and Activities Near You",moc.puteem.,3,1201,2025-02-03 20:38:00,www.meetup.com,87322,watch,6.09177,2025-02-01 04:38:00,2025-02-01 06:38:00,0.935,1.185,3.1,,Local Explorer,False,
95008,2025-02-03 20:39:00,Typed in Address Bar,1225,https://www.gutenberg.org/followup/follow-up,Follow-up on Follow-up,gro.grebnetug.www.,11,25361,2025-02-03 20:39:00,www.gutenberg.org,51549,cook,1.81877,2025-02-02 22:39:00,2025-02-05 00:39:00,5.144,2.301,0.276,37193.0,Book Worm,False,
12479,2025-02-03 22:59:00,From Bookmark,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,72,71985,2025-02-03 22:59:00,www.nytimes.com,106735,learn,9.16955,2025-02-02 06:59:00,2025-02-02 07:59:00,6.119,3.871,2.435,,Book Worm,False,
44795,2025-02-04 00:43:00,Typed in Address Bar,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,34,36074,2025-02-04 00:43:00,www.librarything.com,106032,plan,1.11776,2025-02-02 02:43:00,2025-02-04 12:43:00,6.62,2.385,4.688,,Book Worm,False,
57639,2025-02-04 02:05:00,Link Clicked,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,83,71531,2025-02-04 02:05:00,www.audible.com,32869,search,9.76459,2025-02-03 02:05:00,2025-02-03 21:05:00,2.796,3.472,2.534,,Book Worm,False,
89667,2025-02-04 03:10:00,Typed in Address Bar,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,78,6460,2025-02-04 03:10:00,www.librarything.com,91862,read,5.79353,2025-02-02 23:10:00,2025-02-03 08:10:00,4.606,1.409,4.246,,Book Worm,False,
72454,2025-02-04 03:20:00,Link Clicked,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,68,57743,2025-02-04 03:20:00,www.goodreads.com,82426,search,1.37244,2025-02-02 14:20:00,2025-02-04 14:20:00,7.518,1.207,4.599,,Book Worm,False,
35273,2025-02-04 10:39:00,Other,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,54,1952,2025-02-04 10:39:00,www.goodreads.com,37754,watch,8.60788,2025-02-01 15:39:00,2025-02-04 02:39:00,6.671,3.637,1.193,37201.0,Book Worm,False,
74975,2025-02-04 10:54:00,Other,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,15,31528,2025-02-04 10:54:00,www.librarything.com,106045,search,7.02346,2025-02-01 20:54:00,2025-02-03 14:54:00,8.403,1.362,3.96,,Book Worm,False,
52140,2025-02-04 11:07:00,Typed in Address Bar,1189,https://www.tasteatlas.com/,World Food Atlas: Discover 18142 Local Dishes & Ingredients,moc.saltaetsat.,74,71757,2025-02-04 11:07:00,www.tasteatlas.com,111910,plan,7.14144,2025-02-01 16:07:00,2025-02-03 19:07:00,5.052,0.945,4.2,,Curious Foodie,False,
26749,2025-02-04 11:07:00,Typed in Address Bar,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,49,75461,2025-02-04 11:07:00,www.librarything.com,92107,plan,9.76347,2025-02-03 05:07:00,2025-02-04 03:07:00,3.864,2.701,3.895,37203.0,Book Worm,False,
48201,2025-02-04 12:11:00,Link Clicked,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,47,30783,2025-02-04 12:11:00,www.nytimes.com,12229,search,4.56992,2025-02-01 20:11:00,2025-02-04 11:11:00,5.989,0.75,0.681,,Book Worm,False,
24483,2025-02-04 13:09:00,Link Clicked,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,54,41063,2025-02-04 13:09:00,www.audible.com,89628,watch,4.93827,2025-02-04 08:09:00,2025-02-05 11:09:00,4.386,0.568,4.297,,Book Worm,False,
49500,2025-02-04 14:23:00,Other,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,81,9865,2025-02-04 14:23:00,www.nytimes.com,106887,plan,6.88739,2025-02-03 07:23:00,2025-02-03 21:23:00,3.844,2.454,0.797,37206.0,Book Worm,False,
53386,2025-02-04 16:18:00,From Bookmark,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,87,32141,2025-02-04 16:18:00,www.nytimes.com,10626,watch,8.98984,2025-02-01 20:18:00,2025-02-02 22:18:00,3.597,0.564,3.149,37206.0,Book Worm,False,
17373,2025-02-04 16:46:00,Typed in Address Bar,1207,https://www.audible.com/followup/audible.com,Follow-up on audible.com,moc.elbidua.www.,4,76347,2025-02-04 16:46:00,www.audible.com,61433,search,5.13888,2025-02-03 13:46:00,2025-02-06 06:46:00,1.4,1.414,1.319,37207.0,Book Worm,False,
81203,2025-02-04 16:51:00,From Bookmark,1209,https://www.audible.com/followup/follow-up,Follow-up on Follow-up,moc.elbidua.www.,15,87475,2025-02-04 16:51:00,www.audible.com,28646,learn,0.315,2025-02-04 05:51:00,2025-02-05 06:51:00,8.393,2.286,1.486,37210.0,Book Worm,False,
41775,2025-02-04 17:19:00,From Bookmark,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,52,113237,2025-02-04 17:19:00,www.gutenberg.org,67717,invest,2.68034,2025-02-02 22:19:00,2025-02-05 08:19:00,2.105,3.136,2.956,,Book Worm,False,
61359,2025-02-04 17:27:00,Typed in Address Bar,1189,https://www.tasteatlas.com/,World Food Atlas: Discover 18142 Local Dishes & Ingredients,moc.saltaetsat.,65,41339,2025-02-04 17:27:00,www.tasteatlas.com,86340,plan,4.04337,2025-02-04 07:27:00,2025-02-06 19:27:00,3.981,2.519,4.926,,Curious Foodie,False,
47044,2025-02-04 23:38:00,Typed in Address Bar,1081,https://www.gutenberg.org/followup/free,Follow-up on Free,gro.grebnetug.www.,39,34293,2025-02-04 23:38:00,www.gutenberg.org,99400,learn,8.27149,2025-02-04 14:38:00,2025-02-05 13:38:00,5.38,2.78,2.92,37212.0,Book Worm,False,
99874,2025-02-05 00:35:00,Typed in Address Bar,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,40,19572,2025-02-05 00:35:00,www.nytimes.com,19772,explore,5.67098,2025-02-04 12:35:00,2025-02-04 16:35:00,7.497,1.443,0.472,,Book Worm,False,
92380,2025-02-05 03:23:00,From Bookmark,1191,https://www.tasteatlas.com/followup/world,Follow-up on World,moc.saltaetsat.www.,62,12542,2025-02-05 03:23:00,www.tasteatlas.com,95153,plan,6.12991,2025-02-02 19:23:00,2025-02-05 13:23:00,1.137,3.274,2.559,37213.0,Curious Foodie,False,
93839,2025-02-05 04:25:00,Typed in Address Bar,1225,https://www.gutenberg.org/followup/follow-up,Follow-up on Follow-up,gro.grebnetug.www.,73,36756,2025-02-05 04:25:00,www.gutenberg.org,27380,cook,0.99074,2025-02-03 15:25:00,2025-02-04 12:25:00,4.621,4.218,0.801,37214.0,Book Worm,False,
51890,2025-02-05 05:01:00,Typed in Address Bar,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,91,31206,2025-02-05 05:01:00,www.audible.com,95967,explore,9.94744,2025-02-03 07:01:00,2025-02-03 10:01:00,6.879,1.655,0.454,,Book Worm,False,
34835,2025-02-05 08:33:00,From Bookmark,1225,https://www.gutenberg.org/followup/follow-up,Follow-up on Follow-up,gro.grebnetug.www.,62,14652,2025-02-05 08:33:00,www.gutenberg.org,61199,invest,9.72504,2025-02-04 01:33:00,2025-02-04 10:33:00,7.779,0.807,4.989,37217.0,Book Worm,False,
22967,2025-02-05 10:26:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,7,40635,2025-02-05 10:26:00,www.librarything.com,98664,trip,3.93369,2025-02-03 00:26:00,2025-02-04 21:26:00,8.063,0.837,1.557,,Book Worm,False,
57071,2025-02-05 12:25:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,20,99413,2025-02-05 12:25:00,www.gutenberg.org,58538,learn,9.6985,2025-02-02 14:25:00,2025-02-05 04:25:00,1.821,1.412,3.449,,Book Worm,False,
68828,2025-02-05 13:37:00,Link Clicked,1192,https://www.timeout.com/,Time Out | Best Things To Do and Events In Cities Worldwide,moc.tuoemit.,70,46608,2025-02-05 13:37:00,www.timeout.com,12453,watch,9.11024,2025-02-04 15:37:00,2025-02-05 12:37:00,6.655,3.159,4.478,,Local Explorer,False,
98389,2025-02-05 15:51:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,20,36328,2025-02-05 15:51:00,www.gutenberg.org,105667,cook,8.40414,2025-02-05 13:51:00,2025-02-05 23:51:00,7.021,2.733,4.351,,Book Worm,False,
30690,2025-02-05 15:59:00,From Bookmark,1194,https://www.timeout.com/followup/time,Follow-up on Time,moc.tuoemit.www.,73,72599,2025-02-05 15:59:00,www.timeout.com,39279,explore,7.62044,2025-02-04 04:59:00,2025-02-06 04:59:00,3.314,4.229,0.309,37222.0,Local Explorer,False,
24374,2025-02-05 17:55:00,Other,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,96,58004,2025-02-05 17:55:00,www.gutenberg.org,111549,trip,3.21755,2025-02-03 09:55:00,2025-02-05 10:55:00,4.042,0.242,3.149,,Book Worm,False,
39201,2025-02-05 18:18:00,From Bookmark,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,58,116547,2025-02-05 18:18:00,www.nytimes.com,83986,search,5.69677,2025-02-02 23:18:00,2025-02-03 23:18:00,0.435,4.758,2.516,,Book Worm,False,
49074,2025-02-05 19:32:00,Typed in Address Bar,1196,https://www.timeout.com/followup/follow-up,Follow-up on Follow-up,moc.tuoemit.www.,62,10369,2025-02-05 19:32:00,www.timeout.com,28633,plan,5.64388,2025-02-03 04:32:00,2025-02-05 12:32:00,8.491,3.784,2.958,37224.0,Local Explorer,False,
23712,2025-02-05 20:12:00,Other,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,77,89879,2025-02-05 20:12:00,www.audible.com,46682,buy,7.1343,2025-02-03 09:12:00,2025-02-04 11:12:00,9.051,1.601,3.756,,Book Worm,False,
19901,2025-02-05 21:25:00,Link Clicked,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,76,45542,2025-02-05 21:25:00,www.goodreads.com,70856,cook,5.89986,2025-02-04 10:25:00,2025-02-05 05:25:00,7.348,2.471,0.893,,Book Worm,False,
40884,2025-02-06 01:16:00,From Bookmark,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,18,49289,2025-02-06 01:16:00,www.goodreads.com,82675,plan,5.34443,2025-02-03 05:16:00,2025-02-05 19:16:00,5.191,3.891,0.759,37229.0,Book Worm,False,
87094,2025-02-06 03:07:00,Typed in Address Bar,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,33,108302,2025-02-06 03:07:00,www.gutenberg.org,69945,search,5.31102,2025-02-04 07:07:00,2025-02-05 01:07:00,7.415,4.511,1.471,,Book Worm,False,
77331,2025-02-06 03:31:00,From Bookmark,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,22,93891,2025-02-06 03:31:00,www.goodreads.com,27526,buy,9.61085,2025-02-04 10:31:00,2025-02-05 09:31:00,0.843,2.948,2.344,37229.0,Book Worm,False,
75667,2025-02-06 05:15:00,Other,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,62,99041,2025-02-06 05:15:00,www.goodreads.com,45040,buy,5.11534,2025-02-03 19:15:00,2025-02-05 21:15:00,9.366,2.931,0.918,,Book Worm,False,
91627,2025-02-06 06:06:00,Link Clicked,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,71,68936,2025-02-06 06:06:00,www.goodreads.com,56886,explore,0.52779,2025-02-05 17:06:00,2025-02-08 03:06:00,0.406,3.502,0.886,37233.0,Book Worm,False,
41986,2025-02-06 07:27:00,From Bookmark,1112,https://www.goodreads.com/followup/follow-up,Follow-up on Follow-up,moc.sdaerdoog.www.,21,65710,2025-02-06 07:27:00,www.goodreads.com,91397,plan,4.87666,2025-02-04 07:27:00,2025-02-04 12:27:00,1.048,3.398,3.08,37232.0,Book Worm,False,
18384,2025-02-06 07:29:00,From Bookmark,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,71,85255,2025-02-06 07:29:00,www.goodreads.com,10430,invest,8.14117,2025-02-04 21:29:00,2025-02-05 04:29:00,5.315,4.108,0.981,,Book Worm,False,
37813,2025-02-06 09:23:00,From Bookmark,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,40,51766,2025-02-06 09:23:00,www.goodreads.com,18490,plan,6.58024,2025-02-03 13:23:00,2025-02-03 18:23:00,9.139,3.507,4.042,,Book Worm,False,
20731,2025-02-06 13:20:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,14,108804,2025-02-06 13:20:00,www.librarything.com,31893,trip,7.52096,2025-02-03 13:20:00,2025-02-04 13:20:00,1.395,3.654,0.424,,Book Worm,False,
49946,2025-02-06 16:50:00,From Bookmark,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,97,93702,2025-02-06 16:50:00,www.gutenberg.org,65822,explore,9.44049,2025-02-03 22:50:00,2025-02-04 17:50:00,7.117,3.627,3.573,,Book Worm,False,
90670,2025-02-06 18:27:00,Link Clicked,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,94,116082,2025-02-06 18:27:00,www.nytimes.com,72275,explore,7.5201,2025-02-04 01:27:00,2025-02-06 18:27:00,7.492,2.324,0.882,,Book Worm,False,
39430,2025-02-06 20:24:00,Link Clicked,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,59,78826,2025-02-06 20:24:00,www.librarything.com,70146,trip,1.45632,2025-02-06 09:24:00,2025-02-06 15:24:00,4.246,4.154,0.216,,Book Worm,False,
84456,2025-02-06 22:58:00,Typed in Address Bar,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,93,117689,2025-02-06 22:58:00,www.audible.com,21925,read,5.98657,2025-02-06 00:58:00,2025-02-07 10:58:00,2.0,4.493,1.229,,Book Worm,False,
70081,2025-02-06 23:14:00,Typed in Address Bar,1235,https://www.meetup.com/,"Meetup | Find Local Groups, Events, and Activities Near You",moc.puteem.,16,46088,2025-02-06 23:14:00,www.meetup.com,99871,invest,1.47208,2025-02-06 20:14:00,2025-02-07 19:14:00,3.415,0.142,3.777,,Local Explorer,False,
94658,2025-02-06 23:41:00,Typed in Address Bar,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,94,50196,2025-02-06 23:41:00,www.librarything.com,17296,trip,5.24894,2025-02-04 01:41:00,2025-02-04 17:41:00,9.012,0.359,3.453,37241.0,Book Worm,False,
76002,2025-02-07 02:19:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,24,91367,2025-02-07 02:19:00,www.audible.com,115513,read,4.00806,2025-02-05 23:19:00,2025-02-07 23:19:00,6.311,3.683,3.899,,Book Worm,False,
28044,2025-02-07 03:33:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,65,109693,2025-02-07 03:33:00,www.nytimes.com,20778,buy,1.26572,2025-02-07 00:33:00,2025-02-08 12:33:00,7.347,2.15,0.058,,Book Worm,False,
35119,2025-02-07 06:17:00,Typed in Address Bar,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,79,53772,2025-02-07 06:17:00,www.nytimes.com,97073,read,8.36357,2025-02-04 20:17:00,2025-02-05 04:17:00,4.907,4.056,2.923,37246.0,Book Worm,False,
77610,2025-02-07 07:48:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,83,79996,2025-02-07 07:48:00,www.librarything.com,91845,watch,0.17816,2025-02-07 02:48:00,2025-02-08 03:48:00,8.535,2.639,0.931,,Book Worm,False,
100016,2025-02-07 08:01:00,Link Clicked,1006,https://hotpotlover.cn/seafood-hotpot,Authentic Chinese Seafood Hotpot | HotpotLover,nc.revoltoptoh.,10,46,2025-02-07 08:01:00,hotpotlover.cn,57406,food,1.99866,2025-02-06 05:01:00,2025-02-06 23:01:00,3.955,0.796,0.98,,Curious Foodie,True,Chinese Seafood Hotpot
69584,2025-02-07 08:11:00,Link Clicked,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,88,92661,2025-02-07 08:11:00,www.librarything.com,59860,trip,8.70957,2025-02-07 00:11:00,2025-02-08 08:11:00,9.176,2.817,1.832,37248.0,Book Worm,False,
50606,2025-02-07 13:45:00,From Bookmark,1239,https://www.nytimes.com/followup/follow-up,Follow-up on Follow-up,moc.semityn.www.,81,108503,2025-02-07 13:45:00,www.nytimes.com,87538,learn,6.6488,2025-02-04 22:45:00,2025-02-05 13:45:00,9.205,1.515,3.952,37247.0,Book Worm,False,
86460,2025-02-08 00:48:00,Link Clicked,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,32,5343,2025-02-08 00:48:00,www.nytimes.com,77722,trip,4.70894,2025-02-05 19:48:00,2025-02-08 11:48:00,9.357,2.151,4.293,,Book Worm,False,
50639,2025-02-08 02:37:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,84,112081,2025-02-08 02:37:00,www.nytimes.com,66057,cook,9.49946,2025-02-06 18:37:00,2025-02-07 16:37:00,2.278,3.59,1.318,,Book Worm,False,
46896,2025-02-08 05:09:00,From Bookmark,1239,https://www.nytimes.com/followup/follow-up,Follow-up on Follow-up,moc.semityn.www.,78,109428,2025-02-08 05:09:00,www.nytimes.com,64301,buy,5.18959,2025-02-05 16:09:00,2025-02-08 12:09:00,8.04,1.8,4.83,37250.0,Book Worm,False,
66104,2025-02-08 07:25:00,Other,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,92,42029,2025-02-08 07:25:00,www.librarything.com,53506,plan,7.28579,2025-02-06 19:25:00,2025-02-07 07:25:00,0.26,0.943,2.104,,Book Worm,False,
31915,2025-02-08 13:26:00,Typed in Address Bar,1212,https://www.yelp.com/,"Restaurants, Dentists, Bars, Beauty Salons, Doctors - Yelp",moc.pley.,62,24712,2025-02-08 13:26:00,www.yelp.com,27087,explore,0.9706,2025-02-06 22:26:00,2025-02-09 06:26:00,2.292,1.393,0.215,,Local Explorer,False,
14127,2025-02-08 17:12:00,From Bookmark,1214,"https://www.yelp.com/followup/restaurants,","Follow-up on Restaurants,",moc.pley.www.,64,23250,2025-02-08 17:12:00,www.yelp.com,15878,read,6.38258,2025-02-07 10:12:00,2025-02-09 01:12:00,7.9,3.689,0.779,37255.0,Local Explorer,False,
60412,2025-02-08 17:38:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,66,67349,2025-02-08 17:38:00,www.librarything.com,65350,search,1.37559,2025-02-07 02:38:00,2025-02-08 01:38:00,9.076,0.516,4.983,,Book Worm,False,
40748,2025-02-08 18:35:00,Typed in Address Bar,1115,https://www.librarything.com/followup/librarything,Follow-up on librarything,moc.gnihtyrarbil.www.,23,66888,2025-02-08 18:35:00,www.librarything.com,80381,buy,0.58297,2025-02-06 09:35:00,2025-02-07 10:35:00,3.854,2.328,1.646,37257.0,Book Worm,False,
83273,2025-02-08 18:59:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,28,10756,2025-02-08 18:59:00,www.gutenberg.org,47838,search,1.07816,2025-02-07 20:59:00,2025-02-09 20:59:00,5.6,1.264,3.782,,Book Worm,False,
31399,2025-02-08 19:14:00,From Bookmark,1111,https://www.librarything.com/,librarything | catalog your books online,moc.gnihtyrarbil.,2,12795,2025-02-08 19:14:00,www.librarything.com,81801,cook,9.30653,2025-02-06 02:14:00,2025-02-06 08:14:00,1.341,4.967,4.662,,Book Worm,False,
34269,2025-02-08 19:58:00,Link Clicked,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,73,109562,2025-02-08 19:58:00,www.librarything.com,53315,cook,3.54128,2025-02-07 07:58:00,2025-02-09 00:58:00,3.673,3.531,3.166,37258.0,Book Worm,False,
87085,2025-02-08 21:29:00,From Bookmark,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,82,3469,2025-02-08 21:29:00,www.audible.com,15851,cook,1.42062,2025-02-06 14:29:00,2025-02-07 13:29:00,0.469,3.449,0.226,,Book Worm,False,
68853,2025-02-08 21:44:00,Typed in Address Bar,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,71,71004,2025-02-08 21:44:00,www.librarything.com,111611,trip,7.01017,2025-02-07 00:44:00,2025-02-07 15:44:00,6.441,1.418,1.393,37261.0,Book Worm,False,
69155,2025-02-08 22:13:00,Other,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,50,26043,2025-02-08 22:13:00,www.librarything.com,19038,search,6.61156,2025-02-06 15:13:00,2025-02-08 20:13:00,9.847,4.026,3.447,37261.0,Book Worm,False,
52618,2025-02-09 00:42:00,From Bookmark,1123,https://www.librarything.com/followup/follow-up,Follow-up on Follow-up,moc.gnihtyrarbil.www.,74,15636,2025-02-09 00:42:00,www.librarything.com,69194,plan,4.29375,2025-02-06 22:42:00,2025-02-09 05:42:00,2.549,2.84,1.745,37263.0,Book Worm,False,
31852,2025-02-09 01:36:00,From Bookmark,1224,https://nextdoor.com/,"nextdoor join nextdoor, an app for neighborhoods where you can get local tips, buy and sell items, and more",moc.roodtxen.,56,104236,2025-02-09 01:36:00,nextdoor.com,60874,watch,4.14116,2025-02-07 13:36:00,2025-02-10 09:36:00,2.134,4.17,1.672,,Local Explorer,False,
92568,2025-02-09 03:32:00,Other,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,90,108539,2025-02-09 03:32:00,www.goodreads.com,25101,invest,2.89168,2025-02-08 18:32:00,2025-02-08 20:32:00,6.418,3.29,2.021,,Book Worm,False,
13648,2025-02-09 07:18:00,Other,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,95,66441,2025-02-09 07:18:00,www.goodreads.com,82662,learn,2.92429,2025-02-06 12:18:00,2025-02-07 23:18:00,1.468,2.476,4.029,37267.0,Book Worm,False,
11559,2025-02-09 09:13:00,Typed in Address Bar,1086,https://www.goodreads.com/followup/goodreads,Follow-up on goodreads,moc.sdaerdoog.www.,64,24243,2025-02-09 09:13:00,www.goodreads.com,49330,learn,2.42096,2025-02-07 13:13:00,2025-02-07 17:13:00,4.837,1.677,0.652,37267.0,Book Worm,False,
22722,2025-02-09 09:17:00,Typed in Address Bar,1112,https://www.goodreads.com/followup/follow-up,Follow-up on Follow-up,moc.sdaerdoog.www.,65,87000,2025-02-09 09:17:00,www.goodreads.com,46413,buy,2.72624,2025-02-08 08:17:00,2025-02-08 20:17:00,1.091,3.353,4.455,37268.0,Book Worm,False,
23651,2025-02-09 09:43:00,Link Clicked,1060,https://www.gutenberg.org/,Free eBooks | Project Gutenberg,gro.grebnetug.,39,69705,2025-02-09 09:43:00,www.gutenberg.org,41745,watch,7.61162,2025-02-07 12:43:00,2025-02-07 16:43:00,8.906,0.542,0.273,,Book Worm,False,
13764,2025-02-09 09:51:00,Link Clicked,1112,https://www.goodreads.com/followup/follow-up,Follow-up on Follow-up,moc.sdaerdoog.www.,13,6799,2025-02-09 09:51:00,www.goodreads.com,15496,read,0.53861,2025-02-08 21:51:00,2025-02-10 00:51:00,7.702,1.576,3.514,37270.0,Book Worm,False,
65444,2025-02-09 11:50:00,Other,1078,https://www.audible.com/,"audible.com | try audible free today try audible free for 30 days! start listening to best-selling audiobooks, exclusive originals, and free podcasts with the audible app.",moc.elbidua.,75,114156,2025-02-09 11:50:00,www.audible.com,59504,cook,1.28644,2025-02-08 21:50:00,2025-02-10 00:50:00,8.907,3.937,3.028,,Book Worm,False,
50363,2025-02-09 11:53:00,Other,1025,https://www.nytimes.com/section/books/,"The New York Times - Breaking News, US News, World News and Videos",moc.semityn.,6,84389,2025-02-09 11:53:00,www.nytimes.com,96607,cook,6.2326,2025-02-08 21:53:00,2025-02-09 23:53:00,7.337,1.675,4.473,,Book Worm,False,
82837,2025-02-09 12:38:00,Typed in Address Bar,1112,https://www.goodreads.com/followup/follow-up,Follow-up on Follow-up,moc.sdaerdoog.www.,68,77422,2025-02-09 12:38:00,www.goodreads.com,73454,buy,4.85696,2025-02-07 10:38:00,2025-02-10 00:38:00,2.126,3.382,1.703,37272.0,Book Worm,False,
20482,2025-02-09 12:54:00,From Bookmark,1041,https://www.nytimes.com/followup/the,Follow-up on The,moc.semityn.www.,88,53298,2025-02-09 12:54:00,www.nytimes.com,83775,read,7.7693,2025-02-09 01:54:00,2025-02-11 17:54:00,2.575,0.037,0.038,37274.0,Book Worm,False,
48304,2025-02-09 12:55:00,Typed in Address Bar,1074,https://www.goodreads.com/,"goodreads | meet your next favorite book find and read more books youâll love, and keep track of the books you want to read. be part of the worldâs largest community of book lovers on goodreads.",moc.sdaerdoog.,83,31358,2025-02-09 12:55:00,www.goodreads.com,80106,buy,9.00843,2025-02-07 14:55:00,2025-02-07 20:55:00,7.77,3.707,3.06,,Book Worm,False,
